,Price,Area,Location,No. of Bedrooms,City
25711,4158000,1155,Bachupally Road,2,Hyderabad
25712,4158000,1155,Bachupally Road,2,Hyderabad
25713,4158000,1155,Bachupally Road,2,Hyderabad
25714,4236000,1175,Bachupally Road,2,Hyderabad
25715,4158000,1220,Bachupally Road,2,Hyderabad
25716,4158000,1155,Bachupally Road,2,Hyderabad
25717,4158000,1155,Bachupally Road,2,Hyderabad
25718,4158000,1155,Bachupally Road,2,Hyderabad
25719,4389000,1155,Bachupally Road,2,Hyderabad
25720,4236000,1175,Bachupally Road,2,Hyderabad
25721,4158000,1155,Bachupally Road,2,Hyderabad
25722,6640000,1165,Kondapur,2,Hyderabad
25724,16000000,1662,Gachibowli,3,Hyderabad
25726,29000000,3493,Hitech City,4,Hyderabad
25727,5500000,1050,Kukatpally,2,Hyderabad
25735,16299999,2630,Kokapet,4,Hyderabad
25736,16299999,2630,Kokapet,4,Hyderabad
25737,16299999,2630,Kokapet,4,Hyderabad
25738,16299999,2630,Kokapet,4,Hyderabad
25747,35200000,4146,Gachibowli,5,Hyderabad
25748,35200000,4146,Gachibowli,5,Hyderabad
25749,35200000,4146,Gachibowli,5,Hyderabad
25750,35200000,4146,Gachibowli,5,Hyderabad
25752,62300000,4800,Jubilee Hills,4,Hyderabad
25754,12000000,1535,Kokapet,3,Hyderabad
25755,2962000,1185,Gajulramaram Kukatpally,2,Hyderabad
25756,14500000,1730,Nanakramguda,3,Hyderabad
25757,34000000,3490,Madhapur,4,Hyderabad
25758,15000000,1834,Manikonda,3,Hyderabad
25763,15800000,2191,Kondapur,3,Hyderabad
25765,30000000,4400,Kukatpally,4,Hyderabad
25766,7438000,1270,Nallagandla Gachibowli,2,Hyderabad
25768,4800000,1100,Kompally,2,Hyderabad
25769,29000000,8500,LB Nagar,6,Hyderabad
25770,3800000,900,Nallakunta,2,Hyderabad
25773,7950000,1589,Alwal,3,Hyderabad
25777,14000000,1615,Kondapur,3,Hyderabad
25779,7500000,960,Nanakramguda,2,Hyderabad
25780,4641000,1190,Bachupally,2,Hyderabad
25789,8000000,1620,Gajularamaram,3,Hyderabad
25792,7000000,1630,Toli Chowki,3,Hyderabad
25794,3900000,1150,Hitech City,2,Hyderabad
25797,8000000,1500,Madhapur,3,Hyderabad
25800,12100000,1875,Kokapet,3,Hyderabad
25802,10000000,1800,Appa Junction Peerancheru,3,Hyderabad
25803,27000000,2625,Madhapur,3,Hyderabad
25805,15000000,2385,Shaikpet,3,Hyderabad
25807,20000000,2607,Kondapur,3,Hyderabad
25808,29200000,3240,Madhapur,4,Hyderabad
25809,25800000,2865,Madhapur,4,Hyderabad
25810,4060000,1125,Pragathi Nagar Kukatpally,2,Hyderabad
25811,14000000,2050,Serilingampally,3,Hyderabad
25814,3450000,1240,Madinaguda,2,Hyderabad
25815,9855000,1665,Nallagandla Gachibowli,3,Hyderabad
25816,7536000,1265,Nallagandla Gachibowli,2,Hyderabad
25818,2500000,1000,Beeramguda,2,Hyderabad
25820,18000000,4500,Miyapur,5,Hyderabad
25822,55000000,3450,other,4,Hyderabad
25823,3900000,1150,Madhapur,2,Hyderabad
25824,3900000,1150,Beeramguda,2,Hyderabad
25828,7500000,1195,Kondapur,2,Hyderabad
25829,9000000,1200,Ashok Nagar,2,Hyderabad
25832,12600000,1592,Kukatpally,3,Hyderabad
25836,3720000,1240,Madinaguda,2,Hyderabad
25838,3720000,1240,Madinaguda,2,Hyderabad
25839,5600000,1160,Nacharam,2,Hyderabad
25840,11200000,1695,Kukatpally,3,Hyderabad
25841,7317000,1090,Kukatpally,2,Hyderabad
25842,11500000,1275,Gachibowli,2,Hyderabad
25843,10200000,1350,Kokapet,2,Hyderabad
25846,22700000,3258,Nanakramguda,4,Hyderabad
25847,5242000,1165,Miyapur,2,Hyderabad
25850,2400000,950,Patancheru,2,Hyderabad
25853,3936000,1640,Gajulramaram Kukatpally,3,Hyderabad
25855,13000000,1710,Kondapur,3,Hyderabad
25860,8500000,1145,Ashok Nagar,2,Hyderabad
25861,16500000,1900,Kondapur,3,Hyderabad
25864,20500000,2595,Hitech City,3,Hyderabad
25867,2400000,950,Patancheru,2,Hyderabad
25868,12200000,1735,Kukatpally,3,Hyderabad
25869,9600000,1360,Kukatpally,2,Hyderabad
25870,8500000,1208,Kukatpally,2,Hyderabad
25871,12200000,1740,Kukatpally,3,Hyderabad
25872,4680000,1200,Bachupally,2,Hyderabad
25873,4836000,1240,Bachupally,2,Hyderabad
25874,4836000,1240,Bachupally,2,Hyderabad
25875,4680000,1200,Bachupally,2,Hyderabad
25877,4953000,1270,Bachupally,2,Hyderabad
25878,4320000,1080,Alwal,2,Hyderabad
25883,10500000,1730,Kukatpally,2,Hyderabad
25884,6648999,1090,Kukatpally,2,Hyderabad
25886,4500000,1147,Adibatla,2,Hyderabad
25887,41500000,3900,Banjara Hills,4,Hyderabad
25888,45100000,3765,Banjara Hills,4,Hyderabad
25891,3210000,1125,Gajulramaram Kukatpally,2,Hyderabad
25894,16200000,1834,Manikonda,3,Hyderabad
25895,42500000,4070,Madhapur,4,Hyderabad
25896,16000000,1834,Manikonda,3,Hyderabad
25897,41000000,4700,Kukatpally,4,Hyderabad
25898,10000000,1314,Manikonda,2,Hyderabad
25900,33100000,4146,Gachibowli,5,Hyderabad
25905,35000000,7600,Kukatpally,8,Hyderabad
25906,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25907,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25908,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25909,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25910,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25911,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25912,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25913,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25914,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25915,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25916,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25917,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25918,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25919,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25920,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25921,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25922,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25923,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25924,6800000,1513,Pragathi Nagar Kukatpally,3,Hyderabad
25925,6800000,1515,Pragathi Nagar Kukatpally,3,Hyderabad
25926,11000000,1557,Sanath Nagar,3,Hyderabad
25930,14500000,1834,Manikonda,3,Hyderabad
25931,7200000,1580,Tellapur,3,Hyderabad
25932,14000000,1860,Nanakramguda,3,Hyderabad
25935,3000000,1057,Bandlaguda Jagir,2,Hyderabad
25937,3200000,910,Patancheru,2,Hyderabad
25939,2002000,1001,Nagole,2,Hyderabad
25941,14000000,1615,Kondapur,3,Hyderabad
25942,40000000,3085,Jubilee Hills,3,Hyderabad
25943,17000000,2250,Hitech City,4,Hyderabad
25944,21500000,3195,Kondapur,3,Hyderabad
25946,33500000,3450,Madhapur,4,Hyderabad
25948,4230000,1175,Bachupally Road,2,Hyderabad
25949,4158000,1155,Bachupally Road,2,Hyderabad
25950,3300000,910,Patancheru,2,Hyderabad
25953,3507000,1002,Miyapur,2,Hyderabad
25954,3545000,1013,Miyapur,2,Hyderabad
25955,3517000,1005,Miyapur,2,Hyderabad
25956,3524000,1007,Miyapur,2,Hyderabad
25957,3542000,1012,Miyapur,2,Hyderabad
25958,2022000,1010,Adibatla,2,Hyderabad
25959,2020000,1010,Nagole,2,Hyderabad
25963,2200000,1050,Adibatla,2,Hyderabad
25970,3600000,1175,Pragathi Nagar Kukatpally,2,Hyderabad
25972,6165000,1150,Chandanagar,2,Hyderabad
25973,6895999,1230,Kukatpally,2,Hyderabad
25974,6168000,1090,Kukatpally,2,Hyderabad
25975,8692000,1190,Miyapur,2,Hyderabad
25976,10700000,1920,Miyapur,3,Hyderabad
25977,10700000,1905,Miyapur,3,Hyderabad
25978,11200000,1295,Kondapur,2,Hyderabad
25979,22500000,3380,Kokapet,4,Hyderabad
25982,10900000,2100,Whitefield,3,Hyderabad
25989,6354000,1765,Balanagar,3,Hyderabad
25990,6984000,1940,Balanagar,3,Hyderabad
25992,12000000,1830,Kokapet,3,Hyderabad
25995,3250000,910,Patancheru,2,Hyderabad
26001,3550000,1500,Patancheru,2,Hyderabad
26004,3800000,1350,Patancheru,2,Hyderabad
26007,4050000,1375,Patancheru,2,Hyderabad
26010,8600000,1950,Tellapur,3,Hyderabad
26016,13700000,1742,Gachibowli,3,Hyderabad
26017,57500000,3765,Banjara Hills,4,Hyderabad
26018,16500000,2750,Gachibowli,3,Hyderabad
26021,55000000,4700,Jubilee Hills,4,Hyderabad
26022,4600000,1100,LB Nagar,2,Hyderabad
26024,4300000,1250,Kollur Road,2,Hyderabad
26025,2800000,1200,Adibatla,2,Hyderabad
26026,3521000,1006,Miyapur,2,Hyderabad
26027,4500000,1200,Kollur Road,2,Hyderabad
26028,4250000,1250,Kollur Road,2,Hyderabad
26029,4600000,1250,Kollur Road,2,Hyderabad
26030,4217000,1205,Kollur Road,2,Hyderabad
26031,4221000,1206,Kollur Road,2,Hyderabad
26033,4207000,1202,Kollur Road,2,Hyderabad
26034,4210000,1203,Kollur Road,2,Hyderabad
26035,4968000,1104,Kondapur,2,Hyderabad
26037,4469000,1242,Kollur Road,2,Hyderabad
26038,3600000,1210,Aminpur,2,Hyderabad
26041,6500000,1450,Bachupally,3,Hyderabad
26045,19500000,1400,Saket,2,Hyderabad
26047,7800000,1200,Begumpet,2,Hyderabad
26050,9800000,1530,Madhapur,3,Hyderabad
26051,10500000,1250,Ashok Nagar,3,Hyderabad
26053,3400000,998,Shaikpet,2,Hyderabad
26055,9500000,1115,Miyapur,2,Hyderabad
26056,21000000,2630,Hitech City,3,Hyderabad
26057,2800000,500,Sanath Nagar,2,Hyderabad
26059,5100000,1325,Gachibowli,2,Hyderabad
26060,4200000,1200,Kollur Road,2,Hyderabad
26061,4203000,1201,Kollur Road,2,Hyderabad
26062,4600000,1260,Kollur Road,2,Hyderabad
26063,4963000,1103,Kondapur,2,Hyderabad
26064,4977000,1106,Kondapur,2,Hyderabad
26065,2200000,1000,Adibatla,2,Hyderabad
26066,9500000,1360,Kukatpally,2,Hyderabad
26067,12200000,1740,Kukatpally,3,Hyderabad
26074,15000000,1834,Manikonda,3,Hyderabad
26075,13500000,2200,Shaikpet,3,Hyderabad
26076,6900000,1133,Shaikpet,2,Hyderabad
26077,8200000,1650,Serilingampally,3,Hyderabad
26079,2500000,1100,Adibatla,2,Hyderabad
26080,2304000,1002,Adibatla,2,Hyderabad
26081,2750000,500,Kokapet,2,Hyderabad
26082,2300000,1000,Adibatla,2,Hyderabad
26085,9500000,1120,Gachibowli,2,Hyderabad
26089,10000000,1295,Kondapur,2,Hyderabad
26090,12000000,1490,Kondapur,3,Hyderabad
26091,8255000,1270,Kokapet,2,Hyderabad
26093,3742000,1134,Adibatla,2,Hyderabad
26096,2536000,710,Adibatla,1,Hyderabad
26097,5004000,1390,Adibatla,3,Hyderabad
26101,45000000,3537,Jubilee Hills,3,Hyderabad
26104,9500000,1935,Narsingi,3,Hyderabad
26108,11299999,1570,Begumpet,3,Hyderabad
26109,11299999,1570,Begumpet,3,Hyderabad
26110,10500000,1800,Gachibowli,3,Hyderabad
26111,10000000,1700,Gachibowli,3,Hyderabad
26112,11500000,1600,Narsingi,3,Hyderabad
26113,10000000,1655,Narsingi,3,Hyderabad
26114,9800000,1800,Manikonda,3,Hyderabad
26115,6500000,1300,Manikonda,2,Hyderabad
26116,4224000,1207,Kollur Road,2,Hyderabad
26117,35800000,3430,Hitech City,4,Hyderabad
26118,19500000,2160,Gachibowli,3,Hyderabad
26119,36000000,3430,Hitech City,3,Hyderabad
26120,35800000,3430,Hitech City,4,Hyderabad
26121,27500000,2655,Madhapur,3,Hyderabad
26124,8200000,1650,Serilingampally,3,Hyderabad
26129,19300000,2225,Kondapur,3,Hyderabad
26130,35000000,4160,Shaikpet,4,Hyderabad
26135,46000000,4600,other,4,Hyderabad
26138,11000000,1760,Narsingi,3,Hyderabad
26142,16500000,2232,Kukatpally,3,Hyderabad
26143,12200000,1740,Kukatpally,3,Hyderabad
26144,11500000,1592,Kukatpally,3,Hyderabad
26145,9500000,1360,Kukatpally,2,Hyderabad
26146,8400000,1208,Kukatpally,2,Hyderabad
26147,3500000,1200,Bandlaguda Jagir,2,Hyderabad
26149,14800000,1834,Manikonda,3,Hyderabad
26159,27000000,2655,Madhapur,3,Hyderabad
26162,12400000,1725,Begumpet,3,Hyderabad
26163,12400000,1725,Begumpet,3,Hyderabad
26164,12400000,1725,Begumpet,3,Hyderabad
26165,12400000,1725,Begumpet,3,Hyderabad
26166,11299999,1570,Begumpet,3,Hyderabad
26170,5500000,1000,Kokapet,2,Hyderabad
26173,3900000,1150,Balanagar,2,Hyderabad
26174,3900000,1150,Gachibowli,2,Hyderabad
26175,3900000,1150,Kondapur,2,Hyderabad
26176,3900000,1150,Kukatpally,2,Hyderabad
26178,12500000,1945,Narsingi,3,Hyderabad
26179,10500000,1360,Kukatpally,2,Hyderabad
26180,3900000,1150,Balanagar,2,Hyderabad
26181,3900000,1150,Gachibowli,2,Hyderabad
26182,3900000,1150,Kondapur,2,Hyderabad
26183,3900000,1150,Kukatpally,2,Hyderabad
26186,3900000,1150,Nizampet,2,Hyderabad
26188,3900000,1150,Aminpur,2,Hyderabad
26189,3900000,1150,Bachupally,2,Hyderabad
26190,3900000,1150,Miyapur,2,Hyderabad
26191,3900000,1150,Chandanagar,2,Hyderabad
26192,3900000,1150,Patancheru,2,Hyderabad
26194,3900000,1150,Mallampet,2,Hyderabad
26196,4876000,1200,Narsingi,2,Hyderabad
26197,4367000,1100,Narsingi,2,Hyderabad
26198,3900000,1150,Chandanagar,2,Hyderabad
26199,3900000,1150,Aminpur,2,Hyderabad
26200,3900000,1150,Miyapur,2,Hyderabad
26201,3900000,1150,Balanagar,2,Hyderabad
26202,3900000,1150,Gachibowli,2,Hyderabad
26203,3900000,1150,Hitech City,2,Hyderabad
26204,3900000,1150,Madhapur,2,Hyderabad
26205,3900000,1150,Kondapur,2,Hyderabad
26207,4876000,1200,Narsingi,2,Hyderabad
26208,4367000,1100,Narsingi,2,Hyderabad
26213,12400000,1725,Begumpet,3,Hyderabad
26214,43500000,4070,Madhapur,4,Hyderabad
26215,35000000,3430,Madhapur,3,Hyderabad
26216,6300000,1100,Manikonda,2,Hyderabad
26219,9900000,1314,Manikonda,2,Hyderabad
26225,42000000,4070,Madhapur,4,Hyderabad
26229,50000000,3695,Banjara Hills,4,Hyderabad
26233,12600000,1535,East Marredpally,3,Hyderabad
26235,11000000,1278,Kukatpally,2,Hyderabad
26236,18500000,2600,Kukatpally,4,Hyderabad
26237,20000000,2500,Hitech City,3,Hyderabad
26238,12600000,1535,East Marredpally,3,Hyderabad
26240,18000000,2270,Nanakramguda,3,Hyderabad
26241,12000000,1600,Nanakramguda,3,Hyderabad
26243,4566000,1180,Nizampet,2,Hyderabad
26244,3829999,1100,Bachupally,2,Hyderabad
26245,32000000,3180,Gachibowli,3,Hyderabad
26249,60000000,5440,Nanakramguda,4,Hyderabad
26254,15000000,2566,Manikonda,4,Hyderabad
26266,9300000,1450,Kukatpally,3,Hyderabad
26269,11299999,1570,Begumpet,3,Hyderabad
26273,5000000,970,Manikonda,2,Hyderabad
26274,4000000,800,Kachiguda,2,Hyderabad
26276,3800000,1145,Nizampet,2,Hyderabad
26281,7200000,1060,East Marredpally,2,Hyderabad
26282,37500000,3325,Gachibowli,3,Hyderabad
26283,8500000,1822,West Marredpally,3,Hyderabad
26284,14000000,2115,West Marredpally,3,Hyderabad
26286,4600000,925,Malkajgiri,2,Hyderabad
26292,61400000,4730,Banjara Hills,4,Hyderabad
26295,12400000,1725,Begumpet,3,Hyderabad
26296,11000000,1525,Begumpet,3,Hyderabad
26297,11000000,1525,Begumpet,3,Hyderabad
26299,57500000,5440,Nanakramguda,4,Hyderabad
26300,24000000,3031,Hitech City,4,Hyderabad
26301,15500000,1860,Nallagandla Gachibowli,3,Hyderabad
26307,4140000,1150,Bachupally,2,Hyderabad
26308,4680000,1170,Nizampet,2,Hyderabad
26309,33000000,4305,Madhapur,4,Hyderabad
26312,4620000,1620,Gajulramaram Kukatpally,3,Hyderabad
26313,3900000,1368,Gajulramaram Kukatpally,3,Hyderabad
26314,6277000,1090,Kukatpally,2,Hyderabad
26315,7019000,1230,Kukatpally,2,Hyderabad
26317,8181999,1115,Miyapur,2,Hyderabad
26318,10900000,1945,Miyapur,3,Hyderabad
26321,5200000,1300,Miyapur,2,Hyderabad
26322,20000000,2690,Gachibowli,3,Hyderabad
26323,165000000,2750,Gachibowli,3,Hyderabad
26324,14500000,1834,Manikonda,3,Hyderabad
26325,3500000,1091,Puppalaguda,2,Hyderabad
26328,15500000,1834,Manikonda,3,Hyderabad
26329,10700000,1920,Miyapur,3,Hyderabad
26330,10200000,1425,Miyapur,2,Hyderabad
26331,4700000,1220,Nizampet,2,Hyderabad
26334,6000000,1400,East Marredpally,2,Hyderabad
26348,32500000,3250,Hitech City,4,Hyderabad
26351,11200000,1735,Kokapet,3,Hyderabad
26352,6342000,1510,Puppalaguda,2,Hyderabad
26353,5544000,1320,Puppalaguda,2,Hyderabad
26359,5628000,1340,Puppalaguda,2,Hyderabad
26361,5943000,1415,Puppalaguda,2,Hyderabad
26365,17000000,2260,Hitech City,3,Hyderabad
26366,15000000,2015,Hitech City,3,Hyderabad
26367,4500000,1250,Kollur Road,2,Hyderabad
26368,3503000,1001,Miyapur,2,Hyderabad
26371,4600000,1245,Kollur Road,2,Hyderabad
26372,7500000,1100,Attapur,2,Hyderabad
26373,8105000,1725,Kompally,3,Hyderabad
26375,7019000,1090,Kukatpally,2,Hyderabad
26376,4800000,1230,Kukatpally,2,Hyderabad
26378,8460000,1150,Nizampet,2,Hyderabad
26380,10700000,1250,Chandanagar,2,Hyderabad
26381,10800000,1905,Miyapur,3,Hyderabad
26384,32000000,1045,Chandanagar,2,Hyderabad
26385,3690000,3190,Madhapur,3,Hyderabad
26386,5700000,1800,Beeramguda,2,Hyderabad
26390,2102000,1007,Beeramguda,2,Hyderabad
26391,2104000,1001,Beeramguda,2,Hyderabad
26392,6500000,1002,Beeramguda,2,Hyderabad
26393,6240000,1655,Kollur Road,3,Hyderabad
26394,8779000,1650,Kollur Road,3,Hyderabad
26395,10100000,1742,Nallagandla Gachibowli,3,Hyderabad
26396,11900000,2010,Nallagandla Gachibowli,3,Hyderabad
26399,11399999,1630,Kondapur,3,Hyderabad
26401,36000000,1165,Kondapur,2,Hyderabad
26404,6500000,3600,Toli Chowki,4,Hyderabad
26405,5900000,1700,Nizampet,2,Hyderabad
26406,3200000,1060,LB Nagar,2,Hyderabad
26408,22000000,1450,other,3,Hyderabad
26410,3650000,1460,Narsingi,2,Hyderabad
26411,2200000,1093,Pragathi Nagar Kukatpally,2,Hyderabad
26412,4700000,1000,Adibatla,2,Hyderabad
26416,13500000,1945,Gachibowli,3,Hyderabad
26418,14600000,1945,Gachibowli,3,Hyderabad
26419,19600000,2220,Nanakramguda,3,Hyderabad
26422,18500000,1146,Bachupally,2,Hyderabad
26423,13200000,2460,Manikonda,3,Hyderabad
26425,20000000,1245,Nanakramguda,2,Hyderabad
26426,12500000,3405,Madhapur,3,Hyderabad
26427,17000000,1860,Nallagandla Gachibowli,3,Hyderabad
26431,7750000,1250,Nallakunta,3,Hyderabad
26432,6250000,1550,Nallakunta,3,Hyderabad
26433,10300000,1250,Nallakunta,3,Hyderabad
26436,14000000,1050,Nacharam,2,Hyderabad
26438,5900000,1200,Tarnaka,2,Hyderabad
26439,5700000,1100,Nacharam,2,Hyderabad
26440,5500000,1050,Nacharam,2,Hyderabad
26441,3500000,1050,Nacharam,1,Hyderabad
26442,10100000,1000,Nacharam,2,Hyderabad
26444,14000000,961,Nacharam,2,Hyderabad
26447,3800000,1260,Nacharam,1,Hyderabad
26448,4000000,950,Nacharam,1,Hyderabad
26450,6200000,1000,Nacharam,1,Hyderabad
26451,11000000,1460,Nacharam,2,Hyderabad
26452,26000000,1314,Manikonda,2,Hyderabad
26453,13300000,2625,Madhapur,3,Hyderabad
26455,10400000,1805,Narsingi,3,Hyderabad
26456,2235000,1016,Barasat,3,Kolkata
26459,2524000,935,Narendrapur,2,Kolkata
26466,13000000,2210,Dum Dum,4,Kolkata
26470,3765999,837,Tollygunge,2,Kolkata
26471,3200000,710,Sarsuna,2,Kolkata
26472,3850000,770,Ultadanga,2,Kolkata
26474,9639000,1377,New Alipore,3,Kolkata
26476,2235000,1016,Barasat,3,Kolkata
26479,2524000,935,Narendrapur,2,Kolkata
26486,13000000,2210,Dum Dum,4,Kolkata
26490,3765999,837,Tollygunge,2,Kolkata
26491,3200000,710,Sarsuna,2,Kolkata
26492,3850000,770,Ultadanga,2,Kolkata
26494,9639000,1377,New Alipore,3,Kolkata
26503,2852000,920,Uttarpara Kotrung,2,Kolkata
26504,2600000,800,Baguiati,2,Kolkata
26505,2362000,852,Hooghly Chinsurah,2,Kolkata
26506,8500000,1080,New Town,2,Kolkata
26508,9200000,1217,other,1,Kolkata
26509,3200000,1200,Barasat,3,Kolkata
26517,2350000,630,Garia,2,Kolkata
26519,5124000,1281,south dum dum,3,Kolkata
26521,2100000,350,Santoshpur,1,Kolkata
26524,11000000,1200,Gariahat,3,Kolkata
26526,8200000,1200,Lake Gardens,2,Kolkata
26527,7500000,900,Rajarhat,3,Kolkata
26530,24000000,3866,New Town,4,Kolkata
26531,5400000,915,Kalighat,2,Kolkata
26534,12000000,800,Garia,2,Kolkata
26541,2300000,1030,Tollygunge,2,Kolkata
26542,19000000,850,Mukundapur,2,Kolkata
26556,13000000,845,Paschim Putiary,2,Kolkata
26558,5270000,743,New Town,2,Kolkata
26559,5935000,1054,Mukundapur,2,Kolkata
26560,9093000,888,Howrah,3,Kolkata
26562,2400000,970,Barisha Purba Para Road,2,Kolkata
26563,3500000,750,Behala,2,Kolkata
26564,8176000,800,Baguiati,2,Kolkata
26566,6500000,750,Kasba,2,Kolkata
26568,3650000,870,Tiljala,2,Kolkata
26571,13000000,1300,New Town,3,Kolkata
26575,2116000,955,Barasat,3,Kolkata
26576,2623000,962,Barasat,3,Kolkata
26597,2467000,883,Narendrapur,2,Kolkata
26598,2290000,914,Narendrapur,2,Kolkata
26602,2644000,872,Joka,2,Kolkata
26603,2756000,829,Joka,2,Kolkata
26604,3853000,864,Joka,2,Kolkata
26607,2717000,820,Joka,2,Kolkata
26608,3802000,852,Joka,2,Kolkata
26610,2596000,878,Joka,2,Kolkata
26611,2807000,814,Joka,2,Kolkata
26612,2187000,880,Joka,2,Kolkata
26616,9754000,972,Tangra,3,Kolkata
26624,3396000,1046,Sonarpur,2,Kolkata
26625,4039000,999,Sonarpur,2,Kolkata
26628,3185000,938,Sonarpur,2,Kolkata
26629,4624000,937,Sonarpur,2,Kolkata
26634,3872000,953,Sonarpur,2,Kolkata
26636,4114000,951,Sonarpur,2,Kolkata
26646,3256000,944,Madhyamgram,2,Kolkata
26647,15600000,944,Madhyamgram,2,Kolkata
26649,11800000,1150,Dum Dum,2,Kolkata
26665,4365000,465,Ultadanga,1,Kolkata
26673,46800000,1185,New Alipore,2,Kolkata
26676,47800000,1833,Madurdaha Hussainpur,3,Kolkata
26685,3556000,1046,Sonarpur,2,Kolkata
26686,3396000,1046,Sonarpur,2,Kolkata
26687,3396000,999,Sonarpur,2,Kolkata
26688,4039000,999,Sonarpur,2,Kolkata
26693,3189000,938,Sonarpur,2,Kolkata
26694,3185000,938,Sonarpur,2,Kolkata
26695,3185000,937,Sonarpur,2,Kolkata
26696,4624000,937,Sonarpur,2,Kolkata
26705,3240000,953,Sonarpur,2,Kolkata
26706,3872000,953,Sonarpur,2,Kolkata
26709,3233000,951,Sonarpur,2,Kolkata
26710,4114000,951,Sonarpur,2,Kolkata
26722,27500000,1137,Sonarpur,3,Kolkata
26723,57400000,1950,Bhawanipur,3,Kolkata
26724,57400000,4995,Alipore,4,Kolkata
26725,52000000,4995,Alipore,4,Kolkata
26727,7613000,1204,Santoshpur,2,Kolkata
26729,7800000,765,Rajarhat,2,Kolkata
26735,8700000,988,New Town,3,Kolkata
26736,17100000,1490,Behala,3,Kolkata
26737,18000000,2581,Tangra,4,Kolkata
26738,9000000,1744,Tangra,2,Kolkata
26739,32500000,1727,Tangra,3,Kolkata
26741,29000000,1727,Tangra,3,Kolkata
26761,65000000,814,New Town,2,Kolkata
26762,45000000,4100,Alipore,5,Kolkata
26763,12700000,2518,Elgin,4,Kolkata
26764,12700000,1500,New Alipore,4,Kolkata
26765,20000000,1500,Kalighat,2,Kolkata
26766,12400000,1500,Kalighat,2,Kolkata
26769,3268000,572,Dum Dum,1,Kolkata
26770,3396000,817,Dum Dum,1,Kolkata
26771,6200000,849,Dum Dum,2,Kolkata
26773,2872000,845,Madhyamgram,2,Kolkata
26776,2171000,815,Madhyamgram,2,Kolkata
26777,2184000,835,Madhyamgram,2,Kolkata
26778,3086000,840,Madhyamgram,2,Kolkata
26780,3023000,836,Madhyamgram,1,Kolkata
26784,7000000,1120,Sodepur,2,Kolkata
26787,11000000,1350,New Town,3,Kolkata
26793,45000000,1452,New Town,2,Kolkata
26794,26100000,3000,Ballygunge,4,Kolkata
26796,2637000,1039,Konnagar,2,Kolkata
26798,14500000,1350,New Town,2,Kolkata
26801,2774000,900,Uttarpara Kotrung,2,Kolkata
26802,3906000,895,Uttarpara Kotrung,2,Kolkata
26804,2356000,925,Uttarpara Kotrung,2,Kolkata
26805,4122999,760,Uttarpara Kotrung,2,Kolkata
26810,2151000,777,Hooghly Chinsurah,2,Kolkata
26811,2079000,776,Hooghly Chinsurah,2,Kolkata
26812,2673000,750,Hooghly Chinsurah,2,Kolkata
26813,7500000,964,Hooghly Chinsurah,3,Kolkata
26816,15500000,1412,Salt Lake City,3,Kolkata
26819,2451000,696,Hooghly Chinsurah,2,Kolkata
26820,26500000,817,Hooghly Chinsurah,3,Kolkata
26833,10100000,1555,New Town,2,Kolkata
